id,s1,s41,s42,s43,s44,s45,a0,M1,a11012,a11022,a11032,a11042,a11052,a11062,a11072,a11082,a11092,a11102,a11112,a11122,a11132,a11142,a1301,a1302,a1303,a1304,a1305,a1306,a1307,a1308,a1309,a1310,a1311,a1312,a1313,a1314,a1401,a1402,a1403,a1404,a1405,a1406,a1407,a1408,a1409,a1410,a1411,a1412,a1413,a1414,a2,a301,a302,a4,a501,a6,a7a,a7b,a7c,a8a,a11,a1299,a121,a122,a123,a124,a125,a126,a127,a128,a13,a14,a15,a16,a17,a18,a21,a23,a24,a25,M2,a313,a31a,a31b,a69,a69,a71a,a7ab,a72,a75a,a81,b5
11411,1,21,63,99,250,343,2015年7月20日,1,80,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1936,79,1,1,1,1,,,18000,65,0,0,0,0,0,0,0,0,1,158,143,2,2,4,5,1,,1979,1979,4.07,1,7,7,4,3,1936,1954,3,30000,5,2
11412,2,21,62,98,246,339,2015年7月17日,3,57,28,25,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1954,61,8,1,1,3,4,1968,2000,100,0,1,0,0,0,0,0,0,0,158,100,2,3,2,1,1,,9997,9997,3.36,1,2,2,4,3,1958,1980,1,0,3,3
11414,1,21,62,98,249,342,2015年7月18日,2,55,21,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1960,55,8,1,1,3,2,,5000,132,0,1,0,0,0,0,0,0,0,160,105,2,2,3,2,1,,9997,9997,3.5,1,3,7,2,5,1967,1985,8,0,5,3
11415,1,21,64,101,257,352,2015年7月14日,4,66,67,45,22,,,,,,,,,,,1,1,1,4,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1972,43,1,1,1,4,2,1984,8000,220,0,1,0,0,0,0,0,0,0,161,115,4,4,3,4,1,,9997,9997,3.5,1,2,2,3,3,1969,1995,4,60000,1,3
11416,2,21,64,100,255,350,2015年7月18日,3,80,42,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1993,22,1,1,1,4,4,2009,0,200,0,0,0,0,1,0,0,0,0,160,90,1,3,3,1,1,,9997,9997,4.21,1,1,5,3,3,1987,2014,4,0,1,-8
11417,1,21,63,99,253,346,2015年7月14日,3,45,40,18,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1996,19,1,1,1,5,4,2015,40000,100,0,0,0,0,0,0,0,1,0,175,160,5,5,4,5,1,,9997,9997,3.07,2,6,3,4,1,,,,,,3
11418,1,21,64,100,254,347,2015年7月17日,2,49,27,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1961,54,1,1,1,10,4,1981,70000,100,0,1,1,0,0,0,0,0,0,161,140,3,5,4,2,1,,9997,9997,3.07,1,7,5,3,3,1966,1987,7,-3,1,3
11419,2,21,64,101,256,351,2015年7月20日,3,74,50,22,,,,,,,,,,,,3,1,4,,,,,,,,,,,,1,2,1,,,,,,,,,,,,2,1966,49,1,1,1,4,4,1980,0,160,0,0,1,0,0,0,0,0,0,164,130,2,2,3,1,1,,9997,9997,3.5,1,1,1,4,3,1965,1986,4,30000,1,3
11420,1,21,64,100,254,347,2015年7月16日,4,49,49,27,23,,,,,,,,,,,1,4,4,4,,,,,,,,,,,2,2,2,1,,,,,,,,,,,2,1990,25,1,1,2,4,4,2005,0,120,0,0,1,0,0,0,0,0,0,170,110,4,4,4,1,1,,9997,9997,3.5,2,2,3,4,3,1988,2012,4,40000,1,-8
11421,1,21,63,99,252,345,2015年7月16日,2,55,27,,,,,,,,,,,,,4,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1986,29,1,1,1,4,4,2003,60000,400,0,0,0,0,1,0,0,0,0,171,115,5,5,2,1,3,2007,,2007,3.57,2,4,6,4,6,,,,,,2
11422,2,21,64,101,257,353,2015年7月18日,4,60,29,29,2,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1941,74,1,1,1,3,4,1955,840,110,0,1,0,0,0,0,0,0,0,172,145,5,5,5,1,1,,9997,9997,4,3,2,2,4,3,1955,-2,1,0,3,-8
11424,2,21,64,100,255,350,2015年7月18日,4,73,46,40,11,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,1,1933,82,1,1,1,3,2,,1000,80,0,1,0,0,0,0,0,0,0,163,100,4,4,4,1,1,,9997,9997,3.86,2,1,1,4,3,1942,1960,3,0,4,2
11430,2,21,62,98,246,339,2015年7月17日,7,68,45,42,40,46,23,21,,,,,,,,4,4,4,4,1,4,4,,,,,,,,1,1,1,1,1,1,1,,,,,,,,2,1949,66,8,1,1,1,,,2000,150,0,0,0,1,0,0,0,0,0,150,110,1,2,3,1,1,,9997,9997,4.57,1,5,5,4,3,1947,1969,1,6000,3,-8
11431,1,21,64,102,260,358,2015年7月18日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1964,51,1,0,4,4,2,1977,30000,110,0,0,0,1,0,0,0,0,0,163,184,2,3,3,4,1,,9997,9997,3.36,4,5,5,4,7,,,,,,-8
11432,2,21,62,98,248,341,2015年7月16日,1,64,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1956,59,-8,1,1,1,,,2000,250,0,0,1,0,0,0,0,0,0,140,80,2,3,3,1,1,,1976,1976,4.21,1,2,5,4,3,1951,1976,3,2000,3,-8
11433,2,21,64,101,257,353,2015年7月18日,5,73,46,44,25,22,,,,,,,,,,1,4,4,4,4,,,,,,,,,,2,1,1,1,1,,,,,,,,,,2,1942,73,1,1,1,1,,,0,230,0,0,1,0,0,0,0,0,0,150,120,2,2,4,1,1,,9997,9997,4.36,1,3,4,4,3,1942,1960,3,0,4,2
11434,2,21,62,98,246,339,2015年7月17日,1,43,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,1972,43,1,1,1,3,2,,-1,240,0,1,0,0,0,0,0,0,0,159,116,4,4,4,1,1,,9997,9997,3.93,2,1,1,4,3,1969,1989,3,40000,1,2
11435,1,21,63,99,253,346,2015年7月15日,4,50,44,40,22,,,,,,,,,,,4,4,4,4,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1944,71,1,1,1,1,,,4800,70,0,1,0,0,0,0,0,0,0,165,120,2,2,2,5,1,,9997,9997,3.79,2,6,5,2,3,1942,1962,1,2400,5,3
11436,1,21,64,100,254,348,2015年7月15日,2,53,26,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1965,50,1,1,1,4,4,1980,15000,140,0,1,1,0,0,0,0,0,0,165,128,4,4,3,5,2,,9997,9997,3.36,2,6,3,4,3,1962,1999,6,15000,1,3
11438,1,21,61,97,242,335,2015年7月20日,3,50,27,17,,,,,,,,,,,,1,4,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1964,51,1,1,1,5,4,1983,30000,90,0,1,0,0,0,0,0,0,0,175,130,4,4,5,2,1,,9997,9997,4,1,6,4,4,3,1965,1987,6,40000,1,2
11440,1,21,61,97,243,336,2015年7月18日,1,82,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1937,78,1,1,1,4,2,1954,660,150,0,0,0,1,0,0,0,0,0,165,105,4,5,5,4,1,,9997,9997,4.21,2,1,1,5,3,1934,1954,1,880,4,-8
11441,1,21,64,102,260,358,2015年7月18日,4,60,55,29,5,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1987,28,1,1,1,6,4,2006,10000,240,0,0,0,0,0,1,0,0,0,155,106,4,5,2,2,2,,9997,9997,3.29,3,1,3,4,3,1986,2009,9,30000,1,2
11442,1,21,64,102,260,358,2015年7月18日,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1941,74,1,1,1,3,4,1955,900,60,0,1,0,0,0,0,0,0,0,165,98,2,4,4,1,4,,,2004,4.43,3,7,6,1,7,,,,,,4
11443,2,21,64,102,259,356,2015年7月21日,2,34,7,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1983,32,1,1,1,6,2,1998,40000,270,0,1,1,0,0,0,0,0,0,172,160,2,5,3,1,1,,9997,9997,3.71,4,2,6,4,3,1981,2008,6,0,1,3
11444,1,21,63,99,251,344,2015年7月18日,3,54,32,29,,,,,,,,,,,,1,4,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,1,1956,59,1,1,1,3,4,1968,50000,100,0,1,0,0,0,0,0,0,0,166,130,4,4,5,2,1,,9997,9997,3.79,3,1,6,5,3,1962,1980,4,25000,1,2
11446,2,21,64,100,255,349,2015年7月20日,2,54,27,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1962,53,1,1,1,4,4,1978,10000,300,0,0,1,0,0,0,0,0,0,158,106,3,4,3,1,1,,9997,9997,3.71,1,5,5,4,3,1961,1982,4,10000,3,2
11447,1,21,64,102,258,355,2015年7月20日,1,53,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1962,53,1,1,1,10,4,2000,20000,98,0,0,1,0,0,0,0,0,0,175,160,4,4,3,2,1,,9997,9997,2.86,4,3,3,4,3,1962,1983,4,10000,5,3
11449,1,21,61,97,243,336,2015年7月18日,4,56,27,27,4,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1,1,1,,,,,,,,,,,2,1961,54,1,1,1,3,2,,6500,320,0,1,1,0,0,0,0,0,0,153,115,4,5,3,4,1,,-2,1984,4.36,1,1,6,3,3,1982,1984,3,13000,1,-8
11450,1,21,61,97,242,335,2015年7月19日,2,36,12,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1979,36,1,1,1,4,4,1993,42000,125,0,0,0,0,0,0,0,0,1,173,140,4,5,4,1,2,,9997,9997,3.93,2,5,3,3,3,1979,2002,3,0,5,-8
11453,1,21,64,101,257,354,2015年7月18日,4,56,29,26,1,,,,,,,,,,,1,4,4,1,,,,,,,,,,,2,1,1,1,,,,,,,,,,,1,1964,51,1,1,1,11,4,1997,40000,130,0,1,0,0,0,0,0,0,0,177,148,4,5,5,4,2,,9997,9997,3.5,3,3,3,4,3,1965,1985,9,10000,5,2
11455,1,21,64,102,260,358,2015年7月18日,3,47,25,19,,,,,,,,,,,,1,4,1,,,,,,,,,,,,2,1,2,,,,,,,,,,,,1,1965,50,1,1,1,4,4,1983,25000,130,0,1,1,0,0,0,0,0,0,173,126,4,2,2,1,1,,9997,9997,4.29,1,4,5,3,3,1968,1990,4,0,2,3
11456,2,21,64,102,259,356,2015年7月21日,2,48,24,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1968,47,1,1,1,3,4,-2,0,300,0,1,1,0,0,0,0,0,0,164,110,2,2,4,1,1,,9997,9997,3.29,1,1,2,2,3,1968,1988,3,50000,1,2
11457,1,21,63,99,250,343,2015年7月20日,4,63,38,36,33,,,,,,,,,,,1,4,4,4,,,,,,,,,,,2,1,1,1,,,,,,,,,,,2,1953,62,1,1,1,3,3,,17000,67,0,0,1,0,0,0,0,0,0,167,130,2,2,3,4,1,,1992,1985,4.29,2,6,7,4,3,1950,1976,1,40000,1,2
11459,2,21,64,101,257,353,2015年7月19日,2,52,24,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1965,50,1,1,1,3,4,1979,30000,220,0,1,0,0,0,0,0,0,0,167,140,4,4,4,1,1,,9997,9997,3.5,2,2,5,4,3,1963,1986,4,5000,2,2
11460,1,21,64,101,257,354,2015年7月17日,4,61,56,27,2,,,,,,,,,,,4,4,4,4,,,,,,,,,,,1,1,2,2,,,,,,,,,,,1,1983,32,1,1,1,12,4,2006,100000,90,0,1,0,0,0,0,0,0,0,172,140,4,3,4,2,3,2006,,2006,2.79,3,7,1,4,3,1988,2012,12,60000,1,2
11461,2,21,64,100,255,349,2015年7月20日,3,81,49,21,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1967,48,1,1,1,4,2,1981,20000,170,0,1,0,0,0,0,0,0,0,175,145,4,4,4,1,1,,9997,9997,4.07,1,1,1,3,3,1966,1988,4,5000,3,2
11462,1,21,62,98,249,342,2015年7月18日,3,50,23,26,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,1964,51,8,1,1,3,2,,10000,300,1,0,0,0,0,0,0,0,0,150,100,2,3,3,2,2,,9997,9997,4.07,-8,2,2,4,3,1965,1988,4,20000,1,-8
11463,1,21,64,102,260,357,2015年7月15日,5,61,36,33,36,34,,,,,,,,,,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1955,60,1,1,1,4,4,-2,0,125,0,1,1,0,0,0,0,0,0,160,110,3,5,5,5,1,,9997,9997,4.14,1,7,5,5,3,1954,1979,4,0,4,2
11467,2,21,62,98,246,339,2015年7月17日,5,46,70,43,20,17,,,,,,,,,,1,1,4,4,4,,,,,,,,,,2,2,2,2,2,,,,,,,,,,2,1969,46,8,1,1,3,2,,1500,120,0,1,0,0,0,0,0,0,0,160,110,2,2,2,1,1,,9997,9997,4,1,1,1,4,3,1972,1994,4,30000,1,2
11469,1,21,64,101,257,352,2015年7月14日,1,48,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1965,50,1,1,1,4,4,1980,8000,59,0,0,1,0,0,0,0,0,0,158,108,5,5,5,2,1,,1990,1990,4.14,1,1,4,4,3,1967,1990,4,7000,5,3
11471,2,21,64,101,256,351,2015年7月20日,4,53,33,26,25,,,,,,,,,,,1,1,1,4,,,,,,,,,,,2,2,2,1,,,,,,,,,,,1,1957,58,1,1,1,6,2,1975,20000,180,0,1,0,0,0,0,0,0,0,160,110,5,4,4,1,1,,9997,9997,3.86,1,2,2,4,3,1962,1981,3,0,5,3
11472,2,21,64,101,257,353,2015年7月18日,6,79,58,56,53,48,44,,,,,,,,,1,4,4,4,4,4,,,,,,,,,2,1,1,1,1,1,,,,,,,,,2,1937,78,1,1,1,1,,,10000,90,0,1,0,0,0,0,0,0,0,155,120,2,2,4,1,1,,9997,9997,3.5,1,5,-8,4,3,1937,1957,1,15000,4,2
11473,1,21,64,102,260,357,2015年7月15日,6,86,87,34,31,8,3,,,,,,,,,1,1,1,1,1,1,,,,,,,,,2,2,2,2,2,2,,,,,,,,,1,1981,34,1,1,1,9,4,2001,25000,250,0,0,0,0,0,0,0,1,0,170,110,5,5,3,5,1,,9997,9997,3.36,5,5,4,4,3,1984,2007,12,22000,1,2
11476,1,21,64,101,257,352,2015年7月15日,3,56,53,30,,,,,,,,,,,,4,4,1,,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1982,33,1,1,1,10,4,2005,70000,200,0,0,0,0,1,0,0,0,0,163,122,4,5,4,1,1,,9997,9997,3.5,4,3,2,3,3,1985,2010,10,10000,5,3
11477,1,21,64,101,257,354,2015年7月16日,3,55,30,27,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1958,57,1,1,1,6,4,1977,0,91,1,0,0,0,0,0,0,0,0,165,120,2,3,3,4,1,,9997,9997,4.5,2,1,6,4,3,1958,1982,6,0,5,3
11478,1,21,64,100,254,348,2015年7月16日,1,26,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1990,25,1,1,2,11,4,2012,40000,100,0,0,1,0,0,0,0,0,0,165,100,4,5,4,2,1,,9997,9997,3.14,3,5,3,4,3,1989,2015,11,60000,1,2
11479,2,21,62,98,248,341,2015年7月16日,8,80,49,23,22,20,20,3,2,,,,,,,1,1,1,1,1,1,1,1,,,,,,,2,2,1,1,1,1,1,1,,,,,,,1,1971,44,1,1,1,3,2,,40000,220,0,1,0,0,0,0,0,0,0,170,138,5,5,5,1,1,,9997,9997,4.36,1,2,2,4,3,1967,1991,3,-2,4,2
11481,2,21,62,98,246,339,2015年7月17日,2,47,21,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1968,47,1,1,1,3,2,,10000,110,0,0,1,0,0,0,0,0,0,165,130,1,2,3,1,1,,9997,9997,4.43,1,1,6,2,3,1967,1976,3,10000,2,4
11482,2,21,64,102,259,356,2015年7月21日,3,41,16,6,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1975,40,1,1,1,4,4,1992,22000,300,0,1,1,0,0,0,0,0,0,170,150,4,5,5,1,1,,9997,9997,4,1,2,5,4,3,1975,1998,4,0,4,2
11483,1,21,63,99,250,343,2015年7月19日,3,76,47,44,,,,,,,,,,,,1,4,4,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,1942,73,1,1,1,4,3,1959,24000,60,0,1,0,0,0,0,0,0,0,162,160,2,3,4,2,1,,9997,9997,3.43,2,4,4,4,3,1940,1962,4,36000,5,2
11484,1,21,64,102,258,355,2015年7月19日,2,43,19,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1971,44,1,1,1,6,4,1991,20000,37,0,0,0,0,0,0,0,0,1,170,165,3,5,4,1,1,,9997,9997,3.5,2,2,2,3,3,1971,1995,6,20000,1,3
11485,1,21,64,100,254,347,2015年7月15日,1,40,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1977,38,1,1,1,3,4,1989,9000,80,0,1,1,0,0,0,0,0,0,160,107,3,3,2,2,1,,9997,9997,3.86,1,7,5,1,3,1975,2001,4,26400,1,4
11486,1,21,64,102,260,358,2015年7月18日,3,52,25,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,2,2,,,,,,,,,,,,2,1990,25,1,1,1,4,4,2005,0,150,0,0,0,0,0,1,0,0,0,165,100,5,4,4,1,1,,,2013,3,3,1,1,2,3,1990,2013,4,20000,1,-8
11487,1,21,63,99,251,344,2015年7月18日,5,79,77,52,49,8,,,,,,,,,,4,4,4,4,4,,,,,,,,,,1,1,1,1,1,,,,,,,,,,2,1989,26,1,1,1,10,4,2010,0,90,0,0,0,0,0,0,0,0,1,162,104,4,5,4,1,1,,9997,9997,3.36,2,5,5,4,3,1985,2014,11,-2,1,-8
11488,1,21,64,101,257,354,2015年7月16日,2,15,13,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1950,65,1,0,3,3,4,-2,10000,109,0,0,0,1,0,0,0,0,0,155,108,4,4,4,1,2,,9997,9997,3.93,2,6,6,4,7,,,,,,-8
11489,1,21,63,99,253,346,2015年7月14日,7,65,40,31,34,29,11,1,,,,,,,,1,4,4,1,1,4,1,,,,,,,,2,1,1,2,2,1,2,,,,,,,,1,1948,67,1,1,1,4,4,1967,3000,40,0,1,0,0,0,0,0,0,0,165,90,3,4,3,1,3,1987,,1987,4,1,6,6,3,3,1951,1974,1,0,4,4
11490,1,21,64,101,257,354,2015年7月16日,3,58,58,29,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1988,27,1,1,1,10,4,2010,20000,99,0,1,1,0,0,0,0,0,0,160,100,4,4,4,1,1,,2012,2012,2.71,4,1,2,4,3,1986,2012,7,50000,1,3
11491,1,21,61,97,242,335,2015年7月20日,4,30,54,51,2,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1,1,1,,,,,,,,,,,2,1988,27,1,1,1,12,4,2006,80000,120,0,1,0,0,0,0,0,0,0,170,140,4,5,5,5,1,,9997,9997,3.86,2,6,6,4,3,1985,2010,12,50000,1,2
11492,1,21,64,102,260,358,2015年7月17日,6,60,60,33,9,5,1,,,,,,,,,4,4,1,1,1,1,,,,,,,,,2,2,1,1,1,1,,,,,,,,,2,1982,33,1,1,1,4,4,1997,20000,120,0,0,0,0,1,0,0,0,0,165,107,5,4,4,1,2,,9997,2008,3.86,1,7,7,4,3,1981,2008,7,20000,5,3
11494,1,21,61,97,242,335,2015年7月19日,2,53,26,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,2,1965,50,1,1,1,6,4,1980,12000,100,0,1,0,0,0,0,0,0,0,172,180,4,4,4,2,1,,9997,9997,3.86,1,2,2,2,3,1963,1989,6,24000,1,3
11495,1,21,64,101,257,354,2015年7月17日,4,63,37,35,27,,,,,,,,,,,1,1,1,1,,,,,,,,,,,2,1,1,2,,,,,,,,,,,1,1985,30,1,1,1,6,4,-2,30000,100,0,0,0,0,1,0,0,0,0,173,180,3,5,3,4,1,,9997,9997,4.21,4,3,3,4,3,1988,2010,6,-1,1,2
11496,1,21,61,97,242,335,2015年7月19日,2,52,23,,,,,,,,,,,,,1,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1968,47,1,1,1,11,4,1987,35000,130,0,0,1,0,0,0,0,0,0,160,120,4,4,5,4,1,,1984,9997,3.21,3,4,4,4,3,1965,1990,12,45000,1,2
11498,1,21,61,97,242,335,2015年7月19日,4,57,33,32,7,,,,,,,,,,,1,4,4,4,,,,,,,,,,,2,1,1,1,,,,,,,,,,,2,1960,55,1,1,1,3,4,1972,12000,130,0,1,1,0,0,0,0,0,0,158,110,4,4,4,2,1,,9997,9997,4,2,2,3,4,3,1958,1981,4,12000,1,3
11499,1,21,64,101,257,354,2015年7月16日,2,32,8,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1978,37,1,1,1,7,4,1998,20000,100,0,0,0,0,1,0,0,0,0,170,150,4,4,4,2,1,,9997,9997,3.43,3,5,2,2,3,1983,2005,4,30000,1,3
11500,1,21,64,101,257,352,2015年7月15日,3,58,34,32,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,1,1,,,,,,,,,,,,2,1957,58,1,1,1,4,4,1974,30000,360,0,0,1,0,0,0,0,0,0,160,110,3,3,4,4,1,,1988,1980,4.07,1,5,5,5,3,1957,1980,4,30000,1,2
11501,1,21,63,99,252,345,2015年7月16日,1,50,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,1967,48,1,1,1,6,4,1982,70000,70,0,1,0,0,0,0,0,0,0,165,120,3,4,4,1,1,,9997,2013,3.29,2,3,3,3,3,1967,1987,6,30000,1,3
11503,1,21,64,102,260,358,2015年7月18日,1,52,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1962,53,1,1,1,6,4,1977,20000,110,0,0,0,1,0,0,0,0,0,170,140,3,3,3,1,3,9996,,9996,3.5,3,5,5,4,3,1963,1982,3,10000,5,-8
11504,1,21,63,99,250,343,2015年7月19日,2,88,53,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1,,,,,,,,,,,,,1,1959,56,1,1,1,7,4,-2,-3,60,0,0,0,0,0,0,0,0,1,175,150,5,4,5,2,1,,9997,9997,4.29,1,3,5,3,6,,,,,,3
11505,1,21,64,101,257,352,2015年7月14日,3,44,10,6,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,1,1971,44,1,1,1,4,4,-2,-2,45,0,0,0,0,0,0,0,0,1,171,140,2,2,3,1,1,,-2,2002,4,2,6,7,4,3,1972,2000,4,-2,1,2
11506,2,21,64,101,256,351,2015年7月20日,4,51,28,27,2,,,,,,,,,,,1,4,4,1,,,,,,,,,,,2,2,2,2,,,,,,,,,,,2,1966,49,1,1,1,3,4,1980,10000,100,0,1,1,0,0,0,0,0,0,165,100,3,3,4,1,1,,9997,9997,4.14,1,1,3,4,3,1964,1986,4,10000,3,2
11507,1,21,63,99,251,344,2015年7月18日,5,60,31,27,28,9,,,,,,,,,,1,4,4,4,1,,,,,,,,,,2,1,1,1,2,,,,,,,,,,1,1955,60,1,1,1,4,4,1971,1200,200,0,1,0,0,0,0,0,0,0,170,140,2,3,3,1,1,,9997,9997,4.07,1,1,2,3,3,1955,1981,3,10000,3,4
11508,1,21,64,102,260,358,2015年7月18日,3,60,58,30,,,,,,,,,,,,4,4,1,,,,,,,,,,,,1,1,2,,,,,,,,,,,,1,1982,33,1,1,1,4,4,1999,150000,80,0,1,1,0,0,0,0,0,0,165,128,4,5,3,2,2,,9997,9997,3,5,3,1,2,3,1984,2010,7,100000,5,2
11509,1,21,63,99,252,345,2015年7月16日,1,50,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,1963,52,1,1,1,4,4,1979,30000,180,0,1,0,0,0,0,0,0,0,168,150,4,3,3,1,1,,9997,1998,3.79,2,5,5,4,3,1966,1986,4,10000,1,2
11510,1,21,64,100,254,347,2015年7月16日,2,50,32,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,1990,25,1,1,1,10,4,2011,50000,100,0,1,0,0,0,0,0,0,0,163,120,5,4,4,5,1,,9997,9997,3.5,2,1,3,4,3,1983,2014,4,50000,1,2
11514,1,21,63,99,253,346,2015年7月14日,2,76,81,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1940,75,1,1,1,3,3,,40000,40,0,0,0,1,0,0,0,0,0,160,120,4,4,4,5,1,,1961,1961,4,1,6,6,5,3,1940,1961,2,40000,5,2
11515,1,21,63,99,252,345,2015年7月16日,2,45,23,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1990,25,1,1,1,10,4,2013,-1,95,0,0,0,0,0,0,0,0,1,157,94,4,5,4,1,3,2010,,2010,3.57,3,7,2,5,3,1992,2013,4,60000,1,-8
11516,2,21,62,98,246,339,2015年7月17日,2,34,33,,,,,,,,,,,,,4,4,,,,,,,,,,,,,2,2,,,,,,,,,,,,,2,1958,57,1,1,1,1,,,2000,50,0,1,0,0,0,0,0,0,0,155,130,1,2,2,1,1,,9997,9997,4.5,1,5,5,2,3,1954,1979,4,0,4,3
11519,1,21,64,100,254,347,2015年7月17日,2,58,3,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1955,60,1,1,1,3,4,1970,15000,50,0,0,0,1,0,0,0,0,0,167,105,4,4,4,2,1,,9997,9997,3.43,4,4,3,4,3,1957,1983,6,12000,5,2
11520,2,21,62,98,247,340,2015年7月14日,2,30,8,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1965,50,8,1,1,3,2,,10000,21,0,1,0,0,0,0,0,0,0,160,100,2,3,3,1,1,,9997,9997,4.14,1,3,3,2,3,1985,2006,1,0,6,-8
11522,2,21,64,100,255,350,2015年7月18日,3,53,26,22,,,,,,,,,,,,1,1,1,,,,,,,,,,,,2,2,2,,,,,,,,,,,,2,1968,47,1,1,1,3,2,,36000,200,0,0,1,0,0,0,0,0,0,160,120,2,2,3,1,1,,2005,2005,3.71,2,3,5,4,3,1962,1988,3,9000,1,-8
11524,2,21,64,102,259,356,2015年7月21日,2,46,17,,,,,,,,,,,,,1,1,,,,,,,,,,,,,2,2,,,,,,,,,,,,,1,1968,47,1,1,1,3,4,1981,30000,360,0,1,0,0,0,0,0,0,0,170,120,4,4,4,1,1,,9997,9997,3.43,2,2,3,4,3,1969,1990,3,0,5,2
